position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
174,Crash Nitro Kart,GBA,Vivendi Games  ,Vicarious Visions  ,N/A  ,7.7  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,11th Nov 03  ,N/A
175,Mother 1+2,GBA,Nintendo  ,Ape Studios / HAL Laboratory / Brownie Brown  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,N/A,N/A,0.45m,0.01m,20th Jun 03  ,N/A
176,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,THQ  ,Climax Group / ImaginEngine  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.33m,0.12m,N/A,0.01m,04th Mar 05  ,N/A
177,Yu-Gi-Oh! Destiny Board Traveler,GBA,Konami  ,KCEJ  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.32m,0.12m,N/A,0.01m,26th Oct 04  ,N/A
178,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),GBA,Nintendo  ,Jupiter Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,N/A,N/A,0.44m,0.01m,26th Aug 03  ,N/A
179,Tekken Advance,GBA,Namco  ,Eighting / Raizing  ,N/A  ,8.3  ,N/A  ,N/A,0.45m,0.32m,0.12m,N/A,0.01m,28th Jan 02  ,N/A
180,Hot Wheels: Stunt Track Challenge,GBA,THQ  ,Climax Group  ,N/A  ,5.3  ,N/A  ,N/A,0.45m,0.32m,0.12m,N/A,0.01m,10th Nov 04  ,N/A
181,Mario Golf: Advance Tour,GBA,Nintendo  ,Camelot Software Planning  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.32m,0.12m,N/A,0.01m,22nd Jun 04  ,N/A
182,Densetsu no Stafi 2,GBA,Nintendo  ,TOSE  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,N/A,N/A,0.43m,0.01m,05th Sep 03  ,N/A
183,Scooby-Doo! Mystery Mayhem,GBA,THQ  ,Artificial Mind and Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.31m,0.12m,N/A,0.01m,10th Sep 03  ,N/A
184,Battlebots: Design & Destroy,GBA,Majesco  ,Cave Barn  ,N/A  ,4.0  ,N/A  ,N/A,0.44m,0.31m,0.12m,N/A,0.01m,31st Aug 03  ,N/A
185,Power Rangers: S.P.D.,GBA,THQ  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.31m,0.12m,N/A,0.01m,08th Sep 05  ,N/A
186,Classic NES Series: Metroid,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.26m,0.10m,0.07m,0.01m,25th Oct 04  ,N/A
187,Need for Speed Underground 2,GBA,Electronic Arts  ,Pocketeers  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.31m,0.12m,N/A,0.01m,15th Nov 04  ,N/A
188,Nicktoons Unite!,GBA,THQ  ,Climax Group  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.31m,0.12m,N/A,0.01m,27th Oct 05  ,N/A
189,The Powerpuff Girls: Him and Seek,GBA,BAM! Entertainment  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.31m,0.11m,N/A,0.01m,29th Oct 02  ,N/A
190,Mega Man Zero 2,GBA,Capcom  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.18m,0.07m,0.17m,0.01m,14th Oct 03  ,N/A
191,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.31m,0.11m,N/A,0.01m,14th May 04  ,N/A
192,Backyard Baseball,GBA,Atari  ,Game Brains  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.31m,0.11m,N/A,0.01m,30th May 02  ,N/A
193,Mega Man Battle Network,GBA,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.14m,0.05m,0.22m,0.01m,30th Oct 01  ,N/A
194,Famicom Mini: Super Mario Bros. 2,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,N/A,N/A,0.41m,0.01m,10th Aug 04  ,N/A
195,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.30m,0.11m,N/A,0.01m,15th Feb 05  ,N/A
196,Star Wars Trilogy: Apprentice of the Force,GBA,Ubisoft  ,LucasArts  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.30m,0.11m,N/A,0.01m,21st Sep 04  ,N/A
197,Lemony Snicket's A Series of Unfortunate Events,GBA,Activision  ,Griptonite Games  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.30m,0.11m,N/A,0.01m,10th Nov 04  ,N/A
198,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.30m,0.11m,N/A,0.01m,14th May 04  ,N/A
199,Jimmy Neutron: Boy Genius,GBA,THQ  ,Human Soft  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.30m,0.11m,N/A,0.01m,09th Nov 01  ,N/A
200,Dexter's Laboratory Deesaster Strikes,GBA,BAM! Entertainment  ,Virtucraft  ,N/A  ,6.5  ,N/A  ,N/A,0.41m,0.30m,0.11m,N/A,0.01m,26th Sep 01  ,N/A
201,Scooby-Doo and the Cyber Chase,GBA,THQ  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.30m,0.11m,N/A,0.01m,31st Dec 01  ,N/A
202,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,Konami  ,Konami Computer Entertainment Japan  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,N/A,N/A,0.40m,0.01m,05th Jul 01  ,N/A
203,The Incredibles: Rise of the Underminer,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.29m,0.11m,N/A,0.01m,01st Nov 05  ,N/A
204,Rocket Power: Dream Scheme,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.29m,0.11m,N/A,0.01m,03rd Nov 01  ,N/A
205,Mother 3,GBA,Nintendo  ,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,N/A,N/A,0.39m,0.01m,20th Apr 06  ,N/A
206,Nicktoons: Freeze Frame Frenzy,GBA,THQ  ,Altron  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.29m,0.11m,N/A,0.01m,27th Sep 04  ,N/A
207,Disney's Brother Bear,GBA,THQ  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.28m,0.10m,N/A,0.01m,04th Nov 03  ,N/A
208,Fire Emblem: Fuuin no Tsurugi,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,7.0  ,N/A,0.39m,N/A,N/A,0.39m,N/A,29th Mar 02  ,N/A
209,Madden NFL 2005,GBA,EA Sports  ,Exient Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.28m,0.10m,N/A,0.01m,09th Aug 04  ,N/A
210,The Sims 2,GBA,Electronic Arts  ,Maxis  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.28m,0.10m,N/A,0.01m,24th Oct 05  ,N/A
211,Harry Potter: Quidditch World Cup,GBA,Electronic Arts  ,Magic Pockets  ,N/A  ,4.9  ,N/A  ,N/A,0.39m,0.28m,0.10m,N/A,0.01m,28th Oct 03  ,N/A
