position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
148,Fist of the North Star: Ken's Rage 2,WiiU,Tecmo Koei  ,Koei  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,07th Feb 13  ,03rd Jan 19
149,Dragon Quest X: All in One Package,WiiU,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,03rd Dec 15  ,15th Sep 18
150,Art Academy: Home Studio,WiiU,Nintendo  ,Headstrong Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.00m,0.02m,0.00m,25th Jun 15  ,01st Apr 18
151,Cabela's Big Game Hunter: Pro Hunts,WiiU,Activision  ,Cauldron  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,26th Mar 14  ,01st Apr 18
152,The Book of Unwritten Tales 2,WiiU,Nordic Games  ,KING Art Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,12th Feb 16  ,17th Dec 18
153,Puyo Puyo Tetris,WiiU,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,06th Feb 14  ,04th Jul 18
154,Mario vs. Donkey Kong: Tipping Stars,WiiU,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,6.4  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,05th Mar 15  ,15th Jan 19
155,Romance of the Three Kingdoms XII,WiiU,Tecmo Koei  ,Tecmo Koei Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,13th Dec 12  ,30th Jul 18
156,Fast Racing Neo,WiiU,Shin'en  ,Shin'en  ,N/A  ,8.1  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,10th Dec 15  ,01st Feb 18
157,Barbie and Her Sisters Puppy Rescue,WiiU,Little Orbit  ,Torus Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Nov 15  ,18th Jan 18
158,Phineas and Ferb: Quest for Cool Stuff,WiiU,Disney Interactive Studios  ,Disney Interactive Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,13th Aug 13  ,24th Jan 18
159,Legend of Kay Anniversary,WiiU,Nordic Games  ,Nordic Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Jul 15  ,09th Apr 18
160,The Peanuts Movie: Snoopy's Grand Adventure,WiiU,Activision  ,Behaviour Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Nov 15  ,01st Apr 18
