position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
124,RR64: Ridge Racer 64,N64,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.32m,0.07m,N/A,0.00m,14th Feb 00  ,N/A
125,Top Gear Rally,N64,Kemco  ,Boss Game Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.32m,0.07m,N/A,0.00m,01st Oct 97  ,N/A
126,NHL 99,N64,EA Sports  ,MBL Research  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.38m,0.01m,N/A,0.00m,01st Oct 98  ,N/A
127,All-Star Baseball 2000,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.36m,0.03m,N/A,0.00m,31st Mar 99  ,N/A
128,BattleTanx: Global Assault,N64,3DO  ,3DO  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.31m,0.07m,N/A,0.00m,31st Aug 99  ,N/A
129,Custom Robo V2,N64,Nintendo  ,Noise Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,N/A,N/A,0.34m,0.05m,10th Nov 00  ,N/A
130,Extreme-G: XG2,N64,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.31m,0.07m,N/A,0.00m,07th Oct 98  ,N/A
131,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,ChunSoft  ,ChunSoft  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,N/A,N/A,0.32m,0.05m,27th Sep 00  ,N/A
132,Scooby-Doo! Classic Creep Capers,N64,THQ  ,Terraglyph Interactive Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.30m,0.06m,N/A,0.00m,04th Dec 00  ,N/A
133,Turok: Rage Wars,N64,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.30m,0.06m,N/A,0.00m,23rd Nov 99  ,N/A
134,Bottom of the 9th,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.37m,N/A,N/A,0.00m,14th Apr 99  ,N/A
135,Mystical Ninja starring Goemon,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.07m,0.02m,0.23m,0.04m,16th Apr 98  ,N/A
136,Saban's Power Rangers: Lightspeed Rescue,N64,THQ  ,Mass Media  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.29m,0.06m,N/A,0.00m,28th Sep 00  ,N/A
137,Tetrisphere,N64,Nintendo  ,H2O Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.29m,0.06m,N/A,0.00m,11th Aug 97  ,N/A
138,Jikkyou Powerful Pro Yakyuu 2000,N64,Konami  ,Diamond Head  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,N/A,N/A,0.29m,0.06m,29th Apr 00  ,N/A
139,Off Road Challenge,N64,Midway Games  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.27m,0.06m,N/A,0.00m,01st Jun 98  ,N/A
140,BattleTanx,N64,3DO  ,3DO  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.26m,0.06m,N/A,0.00m,31st Dec 98  ,N/A
141,Custom Robo,N64,Unknown  ,Noise Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,N/A,N/A,0.29m,0.04m,N/A  ,N/A
142,NHL Breakaway 98,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.32m,0.30m,0.02m,N/A,0.00m,26th Feb 98  ,N/A
143,Nagano Winter Olympics 98,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.32m,0.15m,0.04m,0.13m,0.00m,10th Jan 98  ,N/A
144,Animal Crossing,N64,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,N/A,N/A,0.26m,0.05m,14th Apr 01  ,13th Mar 18
145,Bass Hunter 64,N64,Take-Two Interactive  ,Gear Head Entertainment  ,N/A  ,6.0  ,N/A  ,N/A,0.31m,0.25m,0.06m,N/A,0.00m,30th Jun 99  ,N/A
146,Goemon's Great Adventure,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,0.06m,0.02m,0.13m,0.10m,15th Sep 99  ,N/A
147,Hot Wheels Turbo Racing,N64,Electronic Arts  ,Stormfront Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,0.25m,0.06m,N/A,0.00m,22nd Sep 99  ,N/A
148,Jikkyou Powerful Pro Yakyuu 4,N64,Konami  ,Diamond Head  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,N/A,N/A,0.26m,0.05m,14th Mar 97  ,N/A
149,Vigilante 8,N64,Activision  ,"Luxoflux, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.31m,0.25m,0.06m,N/A,0.00m,04th Jun 98  ,N/A
150,Monster Truck Madness 64,N64,Rockstar Games  ,Edge of Reality  ,N/A  ,5.5  ,N/A  ,N/A,0.30m,0.24m,0.06m,N/A,0.00m,30th Jun 99  ,N/A
151,Quake II,N64,Activision  ,Raster Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.24m,0.06m,N/A,0.00m,30th Jun 99  ,N/A
152,Forsaken 64,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,8.3  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,30th Apr 98  ,N/A
153,Jeremy McGrath Supercross 2000,N64,Acclaim Entertainment  ,Acclaim Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,29th Feb 00  ,N/A
154,Ken Griffey Jr.'s Slugfest,N64,Nintendo  ,Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,10th May 99  ,N/A
155,Supercross 2000,N64,Electronic Arts  ,MBL Research  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,24th Nov 99  ,N/A
156,The New Tetris,N64,Nintendo  ,H2O Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.22m,0.05m,0.02m,0.00m,31st Jul 99  ,N/A
157,Top Gear Overdrive,N64,Kemco  ,Snowblind Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,23rd Nov 98  ,N/A
158,War Gods,N64,Midway Games  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,21st May 97  ,N/A
159,Xena: Warrior Princess - The Talisman of Fate,N64,Titus  ,Saffire Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.06m,N/A,0.00m,30th Nov 99  ,N/A
160,Triple Play 2000,N64,EA Sports  ,Treyarch  ,N/A  ,N/A  ,N/A  ,N/A,0.28m,0.27m,0.01m,N/A,0.00m,22nd Mar 99  ,N/A
161,Command & Conquer,N64,Nintendo  ,Looking Glass Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.22m,0.05m,N/A,0.00m,31st May 99  ,N/A
162,Jikkyou Powerful Pro Yakyuu 5,N64,Konami  ,Diamond Head  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,N/A,N/A,0.27m,0.00m,26th Mar 98  ,N/A
163,NBA In The Zone '98,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.25m,0.02m,N/A,0.00m,10th Feb 98  ,N/A
164,NBA Jam 99,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.25m,0.02m,N/A,0.00m,04th Dec 98  ,N/A
165,Shadow Man,N64,Acclaim Entertainment  ,Acclaim Studios Teesside  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.18m,0.08m,N/A,0.01m,24th Aug 99  ,08th Oct 18
166,Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment  ,Acclaim Studios London  ,N/A  ,6.2  ,N/A  ,N/A,0.26m,0.21m,0.05m,N/A,0.00m,30th Nov 99  ,N/A
167,Duke Nukem: Zero Hour,N64,GT Interactive  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,0.26m,0.21m,0.05m,N/A,0.00m,01st Aug 99  ,N/A
