position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
856,Konoyo no Hate de Koi o Utau Shoujo: Yu-No,PS4,5pb  ,MAGES  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,16th Mar 17  ,20th Sep 18
857,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,PS4,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,24th Mar 16  ,20th Sep 18
858,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,PS4,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,16th Nov 17  ,29th Dec 17
859,Crayola Scoot,PS4,Outright Games  ,Outright Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,16th Oct 18  ,07th Aug 18
860,Genkai Tokki: Castle Panzers,PS4,Compile Heart  ,Compile Heart  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,28th Sep 17  ,20th Sep 18
861,Adventure Time: Pirates of the Enchiridion,PS4,Outright Games  ,Outright Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,17th Jul 18  ,17th Mar 19
862,SteamWorld Dig 2,PS4,Rising Star Games  ,Image & Form Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,19th Jun 18  ,31st Mar 19
863,Skullgirls: 2nd Encore,PS4,Arc System Works  ,Lab Zero Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,14th Apr 16  ,20th Sep 18
864,This Is The Police,PS4,THQ Nordic  ,Weappy Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,22nd Mar 17  ,15th Sep 18
865,Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.00m,0.01m,N/A,0.00m,18th Nov 14  ,03rd Jan 19
866,Full Metal Panic! Fight: Who Dares Wins,PS4,Bandai Namco Entertainment  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,31st May 18  ,06th Jun 18
867,FlatOut 4: Total Insanity,PS4,Unfinished Pixel  ,Kylotonn Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,05th May 17  ,20th Sep 18
868,A-Train Exp.,PS4,ArtDink  ,ArtDink  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,21st Dec 17  ,07th Jan 18
869,Chaos;Child,PS4,PQube  ,5pb. Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,24th Oct 17  ,24th Mar 19
870,Project Highrise: Architect's Edition,PS4,Kalypso Media  ,SomaSim  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,13th Nov 18  ,22nd Mar 19
871,Touhou Shinpiroku ~ Urban Legend in Limbo,PS4,Mediascape  ,Twilight Frontier  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,08th Dec 16  ,20th Sep 18
872,Rogue Trooper Redux,PS4,Rebellion  ,TickTock Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,17th Oct 17  ,13th Sep 18
873,Dragon Star Varnir,PS4,Compile Heart  ,Compile Heart  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,11th Jun 19  ,30th Dec 18
874,Touhou Genso Wanderer Reloaded,PS4,NIS America  ,AQUA STYLE  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,17th Jul 18  ,18th Mar 19
