position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
127,Super Monkey Ball: Touch & Roll,DS,Sega  ,Amusement Vision  ,N/A  ,N/A  ,N/A  ,1.10m,N/A,N/A,N/A,N/A,N/A,21st Feb 06  ,N/A
128,Petz Dogz 2,DS,Ubisoft  ,Yuke's Media Creations  ,N/A  ,N/A  ,N/A  ,N/A,1.10m,0.46m,0.52m,N/A,0.12m,14th Nov 07  ,N/A
129,Tamagotchi Connection: Corner Shop 2,DS,Namco Bandai  ,NanaOn-Sha  ,N/A  ,N/A  ,N/A  ,1.09m,N/A,N/A,N/A,N/A,N/A,14th Nov 06  ,N/A
130,Imagine: Babysitters,DS,Ubisoft  ,Visual Impact  ,N/A  ,N/A  ,N/A  ,N/A,1.09m,0.63m,0.36m,N/A,0.10m,07th Oct 08  ,N/A
131,Metroid Prime Hunters,DS,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,8.4  ,N/A  ,1.08m,N/A,N/A,N/A,N/A,N/A,20th Mar 06  ,N/A
132,LEGO Star Wars II: The Original Trilogy,DS,LucasArts  ,Amaze Entertainment  ,N/A  ,4.9  ,N/A  ,N/A,1.07m,0.96m,0.03m,N/A,0.08m,12th Sep 06  ,N/A
133,Imagine: Fashion Designer New York,DS,Ubisoft  ,Virtual Toys / Lexis Numerique  ,N/A  ,N/A  ,N/A  ,N/A,1.07m,0.65m,0.32m,N/A,0.10m,13th Oct 08  ,17th Sep 18
134,MySims Agents,DS,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,N/A  ,N/A,1.07m,0.54m,0.42m,0.00m,0.11m,29th Sep 09  ,N/A
135,Spore Creatures,DS,Electronic Arts  ,Foundation 9  ,N/A  ,7.2  ,N/A  ,N/A,1.07m,0.66m,0.30m,0.00m,0.10m,07th Sep 08  ,N/A
136,Call of Duty 4: Modern Warfare,DS,Activision  ,n-Space  ,N/A  ,7.3  ,N/A  ,N/A,1.05m,0.95m,0.02m,0.01m,0.08m,05th Nov 07  ,N/A
